<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
MSFT;D;231130;000000;378.49;380.09;375.47;378.67;11277296
MSFT;D;231201;000000;376.76;378.16;371.31;374.41;18578100
MSFT;D;231204;000000;369.1;369.52;362.9;369.15;20038833
MSFT;D;231205;000000;366.45;373.075;365.621;372.58;13630992
MSFT;D;231206;000000;373.54;374.18;368.03;368.78;11736025
MSFT;D;231207;000000;368.23;371.4527;366.32;370.86;12022713
MSFT;D;231208;000000;369.2;374.46;368.23;374.25;10489279
MSFT;D;231211;000000;368.48;371.6;366.1;371.32;15297053
MSFT;D;231212;000000;370.85;374.42;370.46;374.34;12172651
MSFT;D;231213;000000;376.02;377.6361;370.77;374.32;14602049
MSFT;D;231214;000000;373.31;373.56;364.13;366.07;25740547
MSFT;D;231215;000000;366.85;372.4;366.28;369.77;24443581
MSFT;D;231218;000000;369.45;373;368.68;372.59;10167359
MSFT;D;231219;000000;371.49;373.22;369.84;373.22;9636516
MSFT;D;231220;000000;375;376.03;370.56;370.58;13262325
MSFT;D;231221;000000;372.56;374.41;370.04;373.42;9185362
MSFT;D;231222;000000;373.68;375.18;372.71;374.63;7560605
MSFT;D;231226;000000;375;376.94;373.5;374.73;6984218
MSFT;D;231227;000000;373.69;375.06;372.8116;374.08;7347220
MSFT;D;231228;000000;375.37;376.458;374.16;375.25;7737921
MSFT;D;231229;000000;376;377.16;373.48;375.91;8738099
MSFT;D;240102;000000;373.86;375.9;366.771;370.82;11911592
MSFT;D;240103;000000;369.01;373.2562;368.57;370.74;9492626
MSFT;D;240104;000000;370.665;373.1;367.17;368;10151813
MSFT;D;240105;000000;368.97;372.06;366.5;367.72;9788863
MSFT;D;240108;000000;369.3;375.2;369.01;374.55;11251298
MSFT;D;240109;000000;372.01;375.99;371.19;375.77;9739864
MSFT;D;240110;000000;376.37;384.17;376.32;382.77;13551429
MSFT;D;240111;000000;386;390.68;380.38;384.64;15104030
MSFT;D;240112;000000;385.49;388.68;384.65;388.44;10869802
MSFT;D;240116;000000;393.66;394.03;387.6229;390.27;13812389
MSFT;D;240117;000000;387.98;390.11;384.81;389.41;10143211
MSFT;D;240118;000000;391.72;393.99;390.12;393.75;10688302
MSFT;D;240119;000000;395.76;398.66;393.5;398.66;12290667
MSFT;D;240122;000000;400.02;400.62;393.59;396.64;11776496
MSFT;D;240123;000000;395.75;399.38;393.93;398.87;8667435
MSFT;D;240124;000000;401.54;405.63;400.45;402.66;11809598
MSFT;D;240125;000000;404.32;407.01;402.5294;405;11095811
MSFT;D;240126;000000;404.37;406.17;402.43;403.99;8407712
MSFT;D;240129;000000;406.06;409.98;404.33;409.72;11942697
MSFT;D;240130;000000;412.26;412.88;406.4501;408.62;15178049
MSFT;D;240131;000000;406.96;415.32;397.22;397.4;27453827
MSFT;D;240201;000000;401.83;408;401.8;403.8;17834599
MSFT;D;240202;000000;403.81;412.65;403.685;411.12;14790165
MSFT;D;240205;000000;409.9;411.16;403.99;405.54;11716091
MSFT;D;240206;000000;405.88;407.97;402.91;405.5;10079581
MSFT;D;240207;000000;407.44;414.3;407.4;414.13;10240340
MSFT;D;240208;000000;414.05;415.56;412.53;414.18;7972784
MSFT;D;240209;000000;415.25;420.82;415.15;420.55;10339846
MSFT;D;240212;000000;420.555;420.65;414.75;415.285;9774295
MSFT;D;240213;000000;404.94;410.071;403.39;406.54;13719060
MSFT;D;240214;000000;408.07;409.83;404.57;409.2;10496519
MSFT;D;240215;000000;408.14;409.13;404.29;406.65;12024506
MSFT;D;240216;000000;407.96;408.29;403.44;404.055;8918338
MSFT;D;240220;000000;403.24;404.49;398.01;402.93;9924642
MSFT;D;240221;000000;400.17;402.27;397.22;402.2;8163193
MSFT;D;240222;000000;410.19;412.83;408.57;411.53;12014071
MSFT;D;240223;000000;415.67;415.86;408.97;410.32;7355075
MSFT;D;240226;000000;411.455;412.16;407.36;407.7;7213976
MSFT;D;240227;000000;407.99;408.27;403.85;407.52;7312301
MSFT;D;240228;000000;408.175;409.3;405.3201;407.74;6260482
MSFT;D;240229;000000;408.64;414.2;405.92;413.18;10270276
MSFT;D;240301;000000;411.27;415.87;411.02;415.52;8690611
MSFT;D;240304;000000;413.44;417.35;412.32;414.86;8135897
MSFT;D;240305;000000;413.96;414.25;400.64;402.71;14272614
MSFT;D;240306;000000;402.97;405.16;398.39;402.3;12678383
MSFT;D;240307;000000;406.12;409.78;402.24;409.03;9192327
MSFT;D;240308;000000;407.96;410.42;404.33;406.1;8803652
MSFT;D;240311;000000;403.762;405.68;401.26;404.55;7794866
MSFT;D;240312;000000;407.62;415.55;406.79;415.27;11079547
MSFT;D;240313;000000;418.1;418.1;411.45;415.1;7577838
MSFT;D;240314;000000;420.24;427.82;417.99;425.49;19285264
MSFT;D;240315;000000;419.29;422.37;412.79;416.55;12922859
MSFT;D;240318;000000;414.25;420.73;413.78;417.35;8347755
MSFT;D;240319;000000;417.83;421.6656;415.55;421.38;8673633
MSFT;D;240320;000000;422;425.96;420.66;425.16;8721442
MSFT;D;240321;000000;429.83;430.82;427.16;429.37;9346513
MSFT;D;240322;000000;429.7;429.86;426.07;428.69;6522497
MSFT;D;240325;000000;425.24;427.41;421.61;422.95;7700089
MSFT;D;240326;000000;425.61;425.99;421.35;421.88;7299397
MSFT;D;240327;000000;424.44;424.45;419.01;421.47;7087566
MSFT;D;240328;000000;420.96;421.87;419.12;420.339;7026296
MSFT;D;240401;000000;423.95;427.89;422.22;424.57;7940652
MSFT;D;240402;000000;420.11;422.38;417.84;421.46;7103814
MSFT;D;240403;000000;419.73;423.26;419.085;420.43;8196440
MSFT;D;240404;000000;424.99;428.67;417.58;417.86;8176894
MSFT;D;240405;000000;420.01;426.51;418.32;425.36;7181625
MSFT;D;240408;000000;425.17;427.28;423.3;424.66;6588346
MSFT;D;240409;000000;426.44;427.74;421.62;426.24;5845287
MSFT;D;240410;000000;422.19;423.99;419.7;423.13;7811558
MSFT;D;240411;000000;425.82;429.37;422.36;427.91;8349927
MSFT;D;240412;000000;424.05;425.1794;419.77;422.1;8319276
MSFT;D;240415;000000;426.6;426.82;413.43;413.63;9018430
